,train_accuracy,train_precision,train_recall,train_f1_score,train_auc_roc,train_tp,train_tn,train_fp,train_fn,val_accuracy,val_precision,val_recall,val_f1_score,val_auc_roc,val_tp,val_tn,val_fp,val_fn,test_accuracy,test_precision,test_recall,test_f1_score,test_auc_roc,test_tp,test_tn,test_fp,test_fn,static_C,static_kernel,static_gamma,static_probability,static_class_weight,static_random_state,final_C,final_kernel,final_gamma,final_probability,final_class_weight,final_random_state,static_degree,final_degree,static_break_ties,static_cache_size,static_coef0,static_decision_function_shape,static_max_iter,static_shrinking,static_tol,static_verbose,final_break_ties,final_cache_size,final_coef0,final_decision_function_shape,final_max_iter,final_shrinking,final_tol,final_verbose,static_n_estimators,static_max_depth,static_min_samples_split,static_min_samples_leaf,static_max_features,static_criterion,final_n_estimators,final_max_depth,final_min_samples_split,final_min_samples_leaf,final_max_features,final_criterion,static_bootstrap,static_ccp_alpha,static_max_leaf_nodes,static_max_samples,static_min_impurity_decrease,static_min_weight_fraction_leaf,static_monotonic_cst,static_n_jobs,static_oob_score,static_warm_start,final_bootstrap,final_ccp_alpha,final_max_leaf_nodes,final_max_samples,final_min_impurity_decrease,final_min_weight_fraction_leaf,final_monotonic_cst,final_n_jobs,final_oob_score,final_warm_start,static_num_leaves,static_min_child_samples,static_subsample,static_colsample_bytree,static_learning_rate,static_reg_alpha,static_reg_lambda,final_num_leaves,final_min_child_samples,final_subsample,final_colsample_bytree,final_learning_rate,final_reg_alpha,final_reg_lambda,static_boosting_type,static_importance_type,static_min_child_weight,static_min_split_gain,static_objective,static_subsample_for_bin,static_subsample_freq,final_boosting_type,final_importance_type,final_min_child_weight,final_min_split_gain,final_objective,final_subsample_for_bin,final_subsample_freq
svm_1,0.8664596273291926,0.866647898907011,0.8664596273291926,0.8660085261537739,0.9286543885847022,322,236,51,35,0.855072463768116,0.8571219440784659,0.855072463768116,0.8553784763023894,0.9017402376910016,64,54,8,12,0.8333333333333334,0.8338748104829976,0.8333333333333334,0.8324858605862727,0.9081069609507639,67,48,14,9,1.0,rbf,scale,True,balanced,0.0,1.0,rbf,scale,True,balanced,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
svm_2,0.8307453416149069,0.8304977945809703,0.8307453416149069,0.8303758777804704,0.8940161430425829,308,227,60,49,0.8623188405797102,0.8625994939038416,0.8623188405797102,0.8624136673385162,0.9015280135823429,66,53,9,10,0.8333333333333334,0.8369959304476507,0.8333333333333334,0.8314699792960661,0.8941001697792869,69,46,16,7,0.2,,,True,balanced,0.0,0.2,,,True,balanced,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
svm_3,0.8773291925465838,0.8774076440769553,0.8773291925465838,0.877004654665363,0.9413814306210287,324,241,46,33,0.8478260869565217,0.8507736882031971,0.8478260869565217,0.8481872020800231,0.9017402376910016,63,54,8,13,0.8478260869565217,0.8478120948107795,0.8478260869565217,0.8474122842604291,0.9076825127334465,67,50,12,9,1.5,,,True,balanced,0.0,1.5,,,True,balanced,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
svm_4,0.8183229813664596,0.8181644213104715,0.8183229813664596,0.8182257986922974,0.8617007778721245,300,227,60,57,0.8478260869565217,0.8529720646922915,0.8478260869565217,0.8482186387722169,0.8858234295415959,62,55,7,14,0.8260869565217391,0.8270527192849567,0.8260869565217391,0.8249675848623639,0.8930390492359932,67,47,15,9,,linear,,True,balanced,0.0,,linear,,True,balanced,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
svm_5,0.7267080745341615,0.7284355313698497,0.7267080745341615,0.7272286305826678,0.8015596482495436,262,206,81,95,0.7463768115942029,0.7495376759801726,0.7463768115942029,0.7469786701333717,0.8120755517826824,56,47,15,20,0.7318840579710145,0.7350753885197405,0.7318840579710145,0.7325203084267075,0.7943548387096775,55,46,16,21,,poly,,True,balanced,0.0,,poly,,True,balanced,0.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
svm_6,0.8959627329192547,0.8995828403825298,0.8959627329192547,0.895015676840719,0.9683483149357304,341,236,51,16,0.7391304347826086,0.7385544407283539,0.7391304347826086,0.7386861178735734,0.8392402376910016,59,43,19,17,0.7753623188405797,0.781345855391497,0.7753623188405797,0.7710572232311362,0.861842105263158,67,40,22,9,,poly,,True,balanced,0.0,,poly,,True,balanced,0.0,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
svm_7,0.8788819875776398,0.8789183457051961,0.8788819875776398,0.8785898880211963,0.9428551908568306,324,242,45,33,0.8695652173913043,0.8702629259694478,0.8695652173913043,0.8697308488612836,0.901528013582343,66,54,8,10,0.8405797101449275,0.8407921039480261,0.8405797101449275,0.8399665551839466,0.9087436332767401,67,49,13,9,,,auto,True,balanced,0.0,,,auto,True,balanced,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
svm_8,0.8664596273291926,0.866647898907011,0.8664596273291926,0.8660085261537739,0.9286543885847022,322,236,51,35,0.855072463768116,0.8571219440784659,0.855072463768116,0.8553784763023894,0.9017402376910016,64,54,8,12,0.8333333333333334,0.8338748104829976,0.8333333333333334,0.8324858605862727,0.9081069609507639,67,48,14,9,,,scale,True,balanced,0.0,,,scale,True,balanced,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
svm_9,0.8850931677018633,0.8850192446860972,0.8850931677018633,0.8849177082318154,0.9462955914072946,324,246,41,33,0.8115942028985508,0.8124143164904034,0.8115942028985508,0.8118334483551874,0.8904923599320882,62,50,12,14,0.8115942028985508,0.8115317341329336,0.8115942028985508,0.8108695652173914,0.8765916808149405,65,47,15,11,,poly,auto,True,balanced,0.0,,poly,auto,True,balanced,0.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
svm_10,0.8664596273291926,0.8663340212082227,0.8664596273291926,0.8663630433720246,0.9335441493670639,316,242,45,41,0.7971014492753623,0.7992973210364516,0.7971014492753623,0.7975298668233451,0.8897495755517826,60,50,12,16,0.8405797101449275,0.8417916477301419,0.8405797101449275,0.839553619457167,0.8917657045840407,68,48,14,8,,poly,scale,True,balanced,0.0,,poly,scale,True,balanced,0.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
svm_11,0.8633540372670807,0.8640574371051145,0.8633540372670807,0.8626732829237554,,324,232,55,33,0.8623188405797102,0.8625994939038416,0.8623188405797102,0.8624136673385162,,66,53,9,10,0.8405797101449275,0.8434169158806839,0.8405797101449275,0.8390679660169915,,69,47,15,7,1.0,rbf,scale,False,,,1.0,rbf,scale,False,,,3.0,3.0,False,200.0,0.0,ovr,-1.0,True,0.001,False,False,200.0,0.0,ovr,-1.0,True,0.001,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
random_forest_1,0.9037267080745341,0.9052404054551869,0.9037267080745341,0.9031916192679713,0.9743604758976763,338,244,43,19,0.855072463768116,0.855422288855572,0.855072463768116,0.8545150501672242,0.8987691001697793,68,50,12,8,0.8043478260869565,0.8092522366267847,0.8043478260869565,0.8014266931358687,0.8837011884550084,68,43,19,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300.0,7.0,5.0,5.0,sqrt,gini,300.0,7.0,5.0,5.0,sqrt,gini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
random_forest_2,0.8680124223602484,0.8701311946716718,0.8680124223602484,0.8669908714299457,0.9479791916766706,330,229,58,27,0.8623188405797102,0.8632369974856626,0.8623188405797102,0.8616187543973558,0.898132427843803,69,50,12,7,0.8043478260869565,0.8092522366267847,0.8043478260869565,0.8014266931358687,0.8828522920203735,68,43,19,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300.0,5.0,5.0,5.0,sqrt,,300.0,5.0,5.0,5.0,sqrt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
random_forest_3,0.9208074534161491,0.9223909576312322,0.9208074534161491,0.9203903190160256,0.9828809572609533,343,250,37,14,0.855072463768116,0.855422288855572,0.855072463768116,0.8545150501672242,0.8964346349745331,68,50,12,8,0.8043478260869565,0.8120594598366948,0.8043478260869565,0.8005982266851832,0.8853989813242784,69,42,20,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300.0,9.0,5.0,5.0,sqrt,,300.0,9.0,5.0,5.0,sqrt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
random_forest_4,0.9114906832298136,0.9129502981762707,0.9114906832298136,0.9110244741943817,0.9753071960491514,340,247,40,17,0.8623188405797102,0.8632369974856626,0.8623188405797102,0.8616187543973558,0.9015280135823429,69,50,12,7,0.7971014492753623,0.8029512516469038,0.7971014492753623,0.793655001767409,0.8873089983022071,68,42,20,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300.0,7.0,5.0,5.0,sqrt,entropy,300.0,7.0,5.0,5.0,sqrt,entropy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
random_forest_5,0.9021739130434783,0.9041845213210703,0.9021739130434783,0.9015418147087039,0.9760684761709562,339,242,45,18,0.8623188405797102,0.8632369974856626,0.8623188405797102,0.8616187543973558,0.8989813242784379,69,50,12,7,0.8043478260869565,0.8092522366267847,0.8043478260869565,0.8014266931358687,0.8860356536502546,68,43,19,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300.0,7.0,5.0,5.0,sqrt,log_loss,300.0,7.0,5.0,5.0,sqrt,log_loss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
random_forest_6,0.9363354037267081,0.9369753423809916,0.9363354037267081,0.9361362131275625,0.9874193579870972,344,259,28,13,0.8478260869565217,0.8485559039843301,0.8478260869565217,0.8470523074918143,0.8966468590831917,68,49,13,8,0.8043478260869565,0.8120594598366948,0.8043478260869565,0.8005982266851832,0.8892190152801358,69,42,20,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300.0,7.0,5.0,2.0,sqrt,,300.0,7.0,5.0,2.0,sqrt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
random_forest_7,0.8804347826086957,0.881481433326399,0.8804347826086957,0.8798049914555685,0.958197913311666,330,237,50,27,0.855072463768116,0.855422288855572,0.855072463768116,0.8545150501672242,0.8957979626485568,68,50,12,8,0.7898550724637681,0.796702657614096,0.7898550724637681,0.7858277249581598,0.8843378607809848,68,41,21,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300.0,7.0,5.0,8.0,sqrt,,300.0,7.0,5.0,8.0,sqrt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
random_forest_8,0.90527950310559,0.9069822653319037,0.90527950310559,0.9047250168330359,0.9737748758039801,339,244,43,18,0.855072463768116,0.855422288855572,0.855072463768116,0.8545150501672242,0.8972835314091682,68,50,12,8,0.8043478260869565,0.8120594598366948,0.8043478260869565,0.8005982266851832,0.8868845500848896,69,42,20,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.0,7.0,5.0,5.0,sqrt,,200.0,7.0,5.0,5.0,sqrt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
random_forest_9,0.90527950310559,0.90636464349279,0.90527950310559,0.9048341626138623,0.973433275749324,337,246,41,20,0.855072463768116,0.855422288855572,0.855072463768116,0.8545150501672242,0.9028013582342954,68,50,12,8,0.8043478260869565,0.8092522366267847,0.8043478260869565,0.8014266931358687,0.8828522920203735,68,43,19,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500.0,7.0,5.0,5.0,sqrt,,500.0,7.0,5.0,5.0,sqrt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
random_forest_10,0.9099378881987578,0.9118902254703807,0.9099378881987578,0.9093835504816146,0.9743995159039225,341,245,42,16,0.8478260869565217,0.8485559039843301,0.8478260869565217,0.8470523074918143,0.9015280135823429,68,49,13,8,0.8043478260869565,0.8120594598366948,0.8043478260869565,0.8005982266851832,0.8866723259762309,69,42,20,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300.0,7.0,5.0,5.0,log2,,300.0,7.0,5.0,5.0,log2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
random_forest_11,1.0,1.0,1.0,1.0,0.9999999999999999,357,287,0,0,0.8333333333333334,0.8332260602159766,0.8333333333333334,0.8328801208566604,0.8768039049235994,66,49,13,10,0.8043478260869565,0.8155553974240376,0.8043478260869565,0.799672294820013,0.8867784380305603,70,41,21,6,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,0,100.0,,2.0,1.0,sqrt,gini,100.0,,2.0,1.0,sqrt,gini,True,0.0,,,0.0,0.0,,,False,False,True,0.0,,,0.0,0.0,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lightgbm_1,0.8509316770186336,0.8508434098447039,0.8509316770186336,0.85087926404419,0.9170009467201516,310,238,49,47,0.8260869565217391,0.8300876872488125,0.8260869565217391,0.826526778760251,0.902376910016978,61,53,9,15,0.8188405797101449,0.8186400256211736,0.8188405797101449,0.8183479574528918,0.8792444821731749,65,48,14,11,,,,,balanced,0.0,,,,,balanced,0.0,,,,,,,,,,,,,,,,,,,300.0,4.0,,,,,300.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,15.0,100.0,0.8,0.8,0.05,5.0,5.0,15.0,100.0,0.8,0.8,0.05,5.0,5.0,,,,,,,,,,,,,,
lightgbm_2,0.8509316770186336,0.8508434098447039,0.8509316770186336,0.85087926404419,0.9170009467201516,310,238,49,47,0.8260869565217391,0.8300876872488125,0.8260869565217391,0.826526778760251,0.902376910016978,61,53,9,15,0.8188405797101449,0.8186400256211736,0.8188405797101449,0.8183479574528918,0.8792444821731749,65,48,14,11,,,,,balanced,0.0,,,,,balanced,0.0,,,,,,,,,,,,,,,,,,,300.0,4.0,,,,,300.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,7.0,100.0,0.8,0.8,0.05,5.0,5.0,7.0,100.0,0.8,0.8,0.05,5.0,5.0,,,,,,,,,,,,,,
lightgbm_3,0.8509316770186336,0.8508434098447039,0.8509316770186336,0.85087926404419,0.9170009467201516,310,238,49,47,0.8260869565217391,0.8300876872488125,0.8260869565217391,0.826526778760251,0.902376910016978,61,53,9,15,0.8188405797101449,0.8186400256211736,0.8188405797101449,0.8183479574528918,0.8792444821731749,65,48,14,11,,,,,balanced,0.0,,,,,balanced,0.0,,,,,,,,,,,,,,,,,,,300.0,4.0,,,,,300.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,31.0,100.0,0.8,0.8,0.05,5.0,5.0,31.0,100.0,0.8,0.8,0.05,5.0,5.0,,,,,,,,,,,,,,
lightgbm_4,0.8540372670807453,0.8540372670807453,0.8540372670807453,0.8540372670807453,0.9189627070340332,310,240,47,47,0.8333333333333334,0.836311400742765,0.8333333333333334,0.8337288403733587,0.9019524617996605,62,53,9,14,0.8260869565217391,0.8261619190404798,0.8260869565217391,0.825418060200669,0.8777589134125636,66,48,14,10,,,,,balanced,0.0,,,,,balanced,0.0,,,,,,,,,,,,,,,,,,,300.0,6.0,,,,,300.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,15.0,100.0,0.8,0.8,0.05,5.0,5.0,15.0,100.0,0.8,0.8,0.05,5.0,5.0,,,,,,,,,,,,,,
lightgbm_5,0.8183229813664596,0.818039297658863,0.8183229813664596,0.8180834455633949,0.8899803823968612,302,225,62,55,0.8260869565217391,0.8300876872488125,0.8260869565217391,0.826526778760251,0.8928268251273345,61,53,9,15,0.8188405797101449,0.8186400256211736,0.8188405797101449,0.8183479574528918,0.8701188455008488,65,48,14,11,,,,,balanced,0.0,,,,,balanced,0.0,,,,,,,,,,,,,,,,,,,100.0,4.0,,,,,100.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,15.0,100.0,0.8,0.8,0.05,5.0,5.0,15.0,100.0,0.8,0.8,0.05,5.0,5.0,,,,,,,,,,,,,,
lightgbm_6,0.8043478260869565,0.8043144928257732,0.8043478260869565,0.8033731096408318,0.8812305409968866,305,213,74,52,0.8333333333333334,0.8336507936507936,0.8333333333333334,0.8334481236203091,0.8862478777589133,64,51,11,12,0.7971014492753623,0.7975748623945869,0.7971014492753623,0.795795515672758,0.8707555178268251,65,45,17,11,,,,,balanced,0.0,,,,,balanced,0.0,,,,,,,,,,,,,,,,,,,300.0,4.0,,,,,300.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,15.0,100.0,0.8,0.8,0.01,5.0,5.0,15.0,100.0,0.8,0.8,0.01,5.0,5.0,,,,,,,,,,,,,,
lightgbm_7,0.8555900621118012,0.8554730557256583,0.8555900621118012,0.8555128143451596,0.9207683073229291,312,239,48,45,0.8333333333333334,0.836311400742765,0.8333333333333334,0.8337288403733587,0.9025891341256367,62,53,9,14,0.8188405797101449,0.8186400256211736,0.8188405797101449,0.8183479574528918,0.8807300509337861,65,48,14,11,,,,,balanced,0.0,,,,,balanced,0.0,,,,,,,,,,,,,,,,,,,300.0,4.0,,,,,300.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,15.0,100.0,0.8,0.8,0.1,5.0,5.0,15.0,100.0,0.8,0.8,0.1,5.0,5.0,,,,,,,,,,,,,,
lightgbm_8,0.843167701863354,0.8433581937844636,0.843167701863354,0.843244541649935,0.9162201465952234,305,238,49,52,0.8333333333333334,0.836311400742765,0.8333333333333334,0.8337288403733587,0.9036502546689303,62,53,9,14,0.8260869565217391,0.8261619190404798,0.8260869565217391,0.825418060200669,0.8817911714770799,66,48,14,10,,,,,balanced,0.0,,,,,balanced,0.0,,,,,,,,,,,,,,,,,,,300.0,3.0,,,,,300.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,15.0,100.0,0.8,0.8,0.05,5.0,5.0,15.0,100.0,0.8,0.8,0.05,5.0,5.0,,,,,,,,,,,,,,
lightgbm_9,0.8524844720496895,0.8524374884285013,0.8524844720496895,0.8524589076603644,0.9191383870621419,310,239,48,47,0.8260869565217391,0.8300876872488125,0.8260869565217391,0.826526778760251,0.9032258064516129,61,53,9,15,0.8188405797101449,0.8186400256211736,0.8188405797101449,0.8183479574528918,0.8796689303904924,65,48,14,11,,,,,balanced,0.0,,,,,balanced,0.0,,,,,,,,,,,,,,,,,,,500.0,4.0,,,,,500.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,15.0,100.0,0.8,0.8,0.05,5.0,5.0,15.0,100.0,0.8,0.8,0.05,5.0,5.0,,,,,,,,,,,,,,
lightgbm_10,0.8493788819875776,0.8494337071866689,0.8493788819875776,0.8494042319653637,0.9154393464702955,308,239,48,49,0.8405797101449275,0.8426657883179622,0.8405797101449275,0.8409163239326283,0.9047113752122241,63,53,9,13,0.8260869565217391,0.8261619190404798,0.8260869565217391,0.825418060200669,0.8773344651952462,66,48,14,10,,,,,balanced,0.0,,,,,balanced,0.0,,,,,,,,,,,,,,,,,,,300.0,4.0,,,,,300.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,15.0,100.0,0.8,0.8,0.05,5.0,10.0,15.0,100.0,0.8,0.8,0.05,5.0,10.0,,,,,,,,,,,,,,
lightgbm_11,1.0,1.0,1.0,1.0,1.0,357,287,0,0,0.8043478260869565,0.8057909928070738,0.8043478260869565,0.8046890257772346,0.8896434634974533,61,50,12,15,0.8115942028985508,0.813664596273292,0.8115942028985508,0.809807596201899,0.8735144312393887,67,45,17,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,-1.0,,,,,100.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,31.0,20.0,1.0,1.0,0.1,0.0,0.0,31.0,20.0,1.0,1.0,0.1,0.0,0.0,gbdt,split,0.001,0.0,,200000.0,0.0,gbdt,split,0.001,0.0,,200000.0,0.0
